origin,person,personal-id,sampling_event_code_2022,molecular-id_AHE,Subfamily,tribe,tribe_uncert,subtribe,genus,genus_uncert,species,species_uncert,sex,sex_uncert,date_DNAextraction,year,country,Date,collector,collection_Method,Country,cooY,cooX,altitude,location,AHE1,AHE1 length,AHE-BLAST,AHE-BLAST hit,AHE-identity(coverage),iPhycl,AHE1 iPhycl-Ca. Phytoplasma ass.,AHE1 iPhycl-16S group/subgroup classification,RFLP unique restriction enzymes,AHE2 length,AHE1-AHE2,AHE2 iPhycl-Ca. Phytoplasma ass.,AHE2 iPhycl-16S group/subgroup classification,CAT-AHE,CATcons-AHE,AHE probe kit 2,qPCR,qPCR-Cq,CAT-qPCR
GoLife,AP,1.36,,,Deltocephalinae,Chiasmini,,,Exitianus,,sp.2,,M,,20-Oct-19,2019,Mexico,26-Jul-19,A. Pinedo-Escatel,light,Mexico,"16°24'24.3""N","95°42'35.9""W",536,"Carr. 190 Oaxaca-Tehuantepec, 8.2km-Este La Reforma",,,,,,,,,,,,,,,,,neg,41.6,
GoLife,AP,1.37,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,sp2,,M,,20-Oct-19,2019,Mexico,12-Apr-19,A. Pinedo-Escatel,light,Mexico,"17°19'45.6""N","91°55'36.3""W",157,Chiapas,,,,,,,,,,,,,,,,,neg,48.26,
GoLife,AP,1.4,,,Deltocephalinae,Athysanini,,,Retusanus,,punctatus,,M,,21-Oct-19,2018,Mexico,29-Sep-18,A. Pinedo-Escatel,light,Mexico,"18°14'02.7""N","099°40'38.9""W",650,,,,,,,,,,,,,,,,,,neg,41.76,
GoLife,AP,1.44,,,Deltocephalinae,Athysanini,,,n.gen.AR1,,,,F,,21-Oct-19,2008,Argentina,5-Jan-08,C.H. Dietrich,Hg light,Argentina,"26°55'55""S","54°43'4""W",450,Misiones,,,,,,,,,,,,,,,,,neg,46.1,
GoLife,AP,1.46,,,Deltocephalinae,Athysanini,,,Renonus,,n.sp.,,M,,21-Oct-19,2017,Mexico,4-Nov-17,A. Pinedo-Escatel,sweep,Mexico,"19°29'56.9""N","105°02'31.6""W",67,Jalisco,,,,,,,,,,,,,,,,,neg,42.37,
GoLife,AP,1.47,,,Deltocephalinae,Athysanini,,,Menosoma,,,,M,,21-Oct-19,2008,Argentina,5-Jan-08,C.H. Dietrich,Hg light,Argentina,"26°55'55""S","54°43'4""W",450,Misiones,,,,,,,,,,,,,,,,,neg,40.04,
GoLife,AP,1.48,,,Deltocephalinae,Athysanini,,,Brazosa,,appendiculata,,M,,25-Oct-19,2019,Peru,27-Apr-19,M.E. Irwin & G Antón Amaya,Malaise,Peru,"05°41'23""S","77°38'13""W",1125,Dept Amazonas,,,,,,,,,,,,,,,,,neg,48.15,
GoLife,AP,1.49,,,Deltocephalinae,Athysanini,,,Devolana,,tuxcacuensis,,M,,25-Oct-19,2018,Mexico,8-Sep-18,A. Pinedo-Escatel,light,Mexico,"19°42'02.1""N","104°01'41.6""W",864,Jalisco,,,,,,,,,,,,,,,,,neg,42.81,
GoLife,AP,1.5,,,Deltocephalinae,Athysanini,,,Bonneyana,,schwarzi,,F,,25-Oct-19,2018,Mexico,15-May-18,"V.Z.G, F.J.M.R.",light,Mexico,"27°19'56.31""N","104°52'17.68""W",1333,"poblado Jose Mariano Jimenez, Rancho Nogalero El Rosario",,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.51,,,Deltocephalinae,Athysanini,,,Bonneyana,,caldwelli,,M,,25-Oct-19,2018,Mexico,29-Sep-18,A. Pinedo-Escatel,light,Mexico,"18°10'59.6""N","099°40'24.1""W",607,Guerrero,,,,,,,,,,,,,,,,,neg,42.35,
GoLife,AP,1.54,,,Deltocephalinae,Athysanini,,,Stoneana,,balli,,M,,25-Oct-19,2018,Mexico,1-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°08'01.9""N","099°21'23.4""W",1059,Guerrero,,,,,,,,,,,,,,,,,neg,38.87,
GoLife,AP,1.55,,,Deltocephalinae,Athysanini,,,Angubahita,,nigrens,,M,,25-Oct-19,2018,Argentina,23-Feb-18,Torres-Moreno,sweep,Argentina,"26°48'35.6""S","65°14'24.6""W",500,Prov Tucuman,,,,,,,,,,,,,,,,,neg,41.58,
GoLife,AP,1.59,,,Deltocephalinae,Athysanini,,,Pseudaligia,,nigropunctata,,M,,26-Oct-19,2017,Mexico,14-Aug-17,A. Pinedo-Escatel,light,Mexico,"20°37'25.5""N","98°46'59.5""W",1336,Hidalgo,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.6,,,Deltocephalinae,Athysanini,,,Angulanus,,n.sp.2,,M,,26-Oct-19,2018,Mexico,3-May-18,Juan Cruzado Cortez,visual collection,Mexico,"22°23'11.7""N","98°58'35.5""W",499,San Luis Potosi,,,,,,,,,,,,,,,,,neg,47.16,
GoLife,AP,1.62,,,Deltocephalinae,Athysanini,,,Neocrassana,,undata,,M,,26-Oct-19,2008,Argentina,5-Jan-08,C.H. Dietrich,Hg light,Argentina,"26°55'55""S","54°43'4""W",450,Misiones,,,,,,,,,,,,,,,,,neg,40.66,
GoLife,AP,1.64,,,Deltocephalinae,Athysanini,,,Colladonus,,verecundus,,M,,27-Oct-19,2018,Mexico,9-Aug-18,A. Pinedo-Escatel,sweep,Mexico,"17°33'08.2""N","099°41'58.6""W",2335,Guerrero,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.65,,,Deltocephalinae,Athysanini,,,Colladonus,,claustrus,,F,,27-Oct-19,2017,Mexico,2-Nov-17,A. Pinedo-Escatel,sweep,Mexico,"19°38'43.2""N","103°37'15.0""W",2394,Jalisco,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.66,,,Deltocephalinae,Athysanini,,,Stoneana,,marthae,,M,,27-Oct-19,2019,Mexico,26-Jul-19,"A. Pinedo-Escatel, B. Morris, J. Aragon",light,Mexico,"16°24'24.3""N","95°42'35.9""W",536,Oaxaca,,,,,,,,,,,,,,,,,neg,50.35,
GoLife,AP,1.7,,,Deltocephalinae,Athysanini,,,Mesamia,,alta,,M,,27-Oct-19,2017,Mexico,15-Aug-17,A. Pinedo-Escatel,sweep,Mexico,"20°38'21.0""N","98°50'36.7""W",1595,Hidalgo,,,,,,,,,,,,,,,,,neg,42.55,
GoLife,AP,1.73,,,Deltocephalinae,Scaphytopiini,,,n.gen.,?,n.sp.scap.1,,M,,28-Oct-19,2019,Mexico,23-Feb-19,A. Pinedo-Escatel,light,Mexico,"19°29'41.6""N","103°43'17.1""W",1545,Jalisco,,,,,,,,,,,,,,,,,neg,47.76,
GoLife,AP,1.74,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,,,F,,28-Oct-19,2019,Mexico,5-Apr-19,A. Pinedo-Escatel,light,Mexico,"21°03'18.5""N","89°15'38.3""W",17,Yucatán,,,,,,,,,,,,,,,,,neg,48.7,
GoLife,AP,1.75,,,Deltocephalinae,Scaphoideini,,,Omanana,,,,M,,28-Oct-19,2018,Mexico,30-Sep-18,A. Pinedo-Escatel,sweep,Mexico,"18°12'48.7""N","099°39'46.9""W",597,Guerrero,,,,,,,,,,,,,,,,,neg,36.86,
GoLife,AP,1.78,,,Deltocephalinae,Scaphoideini,,,Osbornellus,,,,M,,28-Oct-19,2019,Mexico,12-Apr-19,A. Pinedo-Escatel,light,Mexico,"17°19'45.6""N","91°55'36.3""W",157,Chiapas,,,,,,,,,,,,,,,,,neg,39.68,
GoLife,AP,1.79,,,Deltocephalinae,Scaphoideini,,,n.gen.,?,,?,M,,28-Oct-19,2018,Mexico,7-Sep-18,A. Pinedo-Escatel,light,Mexico,"19°41'03.7""N","104°00'30.9""W",886,Jalisco,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.8,,,Deltocephalinae,Athysanini,,,Acunasus,,capitatus,,M,,29-Oct-19,2018,Mexico,10-Jul-18,A. Pinedo-Escatel,sweep,Mexico,"19°51'57.32""N","103°45'54.30""W",1878,Jalisco,,,,,,,,,,,,,,,,,neg,40.81,
GoLife,AP,1.81,,,Deltocephalinae,Athysanini,,,Acunasus,,capitatus,,M,,29-Oct-19,2018,Mexico,4-Jun-18,A. Pinedo-Escatel,light,Mexico,"20°33'08.9""N","104°54'16.4""W",1065,Jalisco,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.83,,,Deltocephalinae,Athysanini,,,Mesamia,,interrupta,,M,,29-Oct-19,2018,Mexico,11-Jun-18,A. Pinedo-Escatel,light,Mexico,"19°52'6.33""N","103°45'43.74""W",1878,Jalisco,,,,,,,,,,,,,,,,,neg,44.58,
GoLife,AP,1.84,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,,,M,,29-Oct-19,2019,Mexico,5-Apr-19,A. Pinedo-Escatel,light,Mexico,"21°03'18.5""N","89°15'38.3""W",17,Yucatán,,,,,,,,,,,,,,,,,neg,49.22,
GoLife,AP,1.85,,,Deltocephalinae,Scaphoideini,,,Omanana,,sp.2,,M,,29-Oct-19,2018,Mexico,1-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°08'01.9""N","099°21'23.4""W",1059,Guerrero,,,,,,,,,,,,,,,,,neg,39.42,
GoLife,AP,1.86,,,Deltocephalinae,Scaphoideini,,,Omanana,,sp.3,,M,,29-Oct-19,2018,Mexico,30-Sep-18,A. Pinedo-Escatel,sweep,Mexico,"18°12'48.7""N","099°39'46.9""W",597,,,,,,,,,,,,,,,,,,neg,47.97,
GoLife,AP,1.9,,,Deltocephalinae,Athysanini,,,Norvellina,,n.sp.,,M,,4-Nov-19,2019,Mexico,23-Feb-19,A. Pinedo-Escatel,light,Mexico,"19°29'41.6""N","103°43'17.1""W",1545,Jalisco,,,,,,,,,,,,,,,,,neg,39.09,
GoLife,AP,1.92,,,Deltocephalinae,Athysanini,,,Norvellina,,uncata,,M,,4-Nov-19,2018,Mexico,4-Jun-18,A. Pinedo-Escatel,light,Mexico,"20°33'08.9""N","104°54'16.4""W",1065,Jalisco,,,,,,,,,,,,,,,,,neg,40,
GoLife,AP,1.94,,,Deltocephalinae,Athysanini,,,Norvellina,,uncata,,M,,4-Nov-19,2018,Mexico,2-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°15'13.4""N","099°23'05.2""W",832,Guerrero,,,,,,,,,,,,,,,,,neg,35.25,
GoLife,AP,1.95,,,Deltocephalinae,Athysanini,,,Norvellina,,uncata,,M,,4-Nov-19,2018,Mexico,3-May-18,Juan Cruzado Cortez,visual collection,Mexico,"22°23'11.7""N","98°58'35.5""W",499,San Luis Potosi,,,,,,,,,,,,,,,,,neg,36.04,
GoLife,AP,1.96,,,Deltocephalinae,Athysanini,,,Ollarianus,,insignis,,M,,5-Nov-19,2018,Mexico,6-Dec-18,"A. Pinedo-Escatel, D. Pinedo",light,Mexico,"16°48'46.8""N","98°40'25.3""W",652,Guerrero,,,,,,,,,,,,,,,,,neg,34.79,
GoLife,AP,1.97,,,Deltocephalinae,Athysanini,,,Ollarianus,,sexmaculatus,,M,,5-Nov-19,2018,Mexico,1-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°08'01.9""N","099°21'23.4""W",1059,Guerrero,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,1.98,,,Deltocephalinae,Athysanini,,,Ollarianus,,sexmaculatus,,M,,5-Nov-19,2019,Mexico,6-Apr-19,A. Pinedo-Escatel,light,Mexico,"21°14'50.6""N","89°36'46.3""W",1,Yucatán,,,,,,,,,,,,,,,,,neg,35.43,
GoLife,AP,2.02,,,Deltocephalinae,Athysanini,,,Ollarianus,,insignis,,M,,5-Nov-19,2018,Mexico,30-Sep-18,A. Pinedo-Escatel,light,Mexico,"18°21'49.0""N","099°29'03.9""W",885,Guerrero,,,,,,,,,,,,,,,,,neg,38.43,
GoLife,AP,2.05,,,Deltocephalinae,,,,,,,,M,,,2018,Mexico,2-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°15'13.4""N","099°23'05.2""W",832,Tepecoacuilco,,,,,,,,,,,,,,,,,neg,33.66,
GoLife,AP,2.07,,,Deltocephalinae,Scaphoideini,,,n.gen.MX1,,,,M,,6-Nov-19,2019,Mexico,6-Apr-19,A. Pinedo-Escatel,light,Mexico,"21°14'50.6""N","89°36'46.3""W",1,Yucatán,,,,,,,,,,,,,,,,,neg,36.28,
GoLife,AP,2.1,,,Deltocephalinae,Scaphoideini,,,,,,,M,,6-Nov-19,2017,Mexico,15-Aug-17,A. Pinedo-Escatel,light,Mexico,"20°37'55.0""N","98°36'15.6""W",2067,Hidalgo,,,,,,,,,,,,,,,,,neg,36.03,
GoLife,AP,2.13,,,Deltocephalinae,,,,,,,,M,,21-Nov-19,2018,Mexico,28-Oct-18,A. Pinedo-Escatel,light,Mexico,"16°33'29.7""N","96°21'40.9""W",1043,Oaxaca,,,,,,,,,,,,,,,,,neg,34.66,
GoLife,AP,2.14,MEXSIN173,,Deltocephalinae,Athysanini,,,Ollarianus,,strictus,,M,,21-Nov-19,2019,Mexico,28-Apr-19,Juan Cruzado Cortez,visual collection,Mexico,"23°18'3.61""N","106°25'46.18""W",14,Sinaloa,,,,,,,,,,,,,,,,,pos,28.22,
GoLife,AP,2.15,,,Deltocephalinae,,,,n.gen.,?,B,,F,,21-Nov-19,2017,Mexico,5-Sep-17,Juan Cruzado Cortez,visual collection,Mexico,"22°13'23.102""N","98°57'49.78""W",323,San Luis Potosi,,,,,,,,,,,,,,,,,neg,35.41,
GoLife,AP,2.16,MEXSLP89,,Deltocephalinae,,,,,,,,M,,21-Nov-19,2018,Mexico,3-May-18,Juan Cruzado Cortez,visual collection,Mexico,"22°23'11.7""N","98°58'35.5""W",499,"San Luis Potosi, Ciudad Valles, Reserva de la Biosferera Sierra del Abra Tanchipa, La Florida",,,,,,,,,,,,,,,,,neg,33.82,
GoLife,AP,2.17,AR 24-2,,Deltocephalinae,Luheriini,,,Luheria,,constricta,,M,,21-Nov-19,2008,Argentina,18-Jan-08,C.H.Dietrich,Hg vapor light,Argentina,"24°30'10.0""S","65°19'44.0""W",1250,"Salta, rt 68 km 1643 21 km N El Caldera",,,,,,,,,,,,,,,,,neg,33.44,
GoLife,AP,2.18,AR 24-2,,Deltocephalinae,Pendarini,,,Copididonus,,n.sp.,,M,,21-Nov-19,2008,Argentina,18-Jan-08,C.H.Dietrich,Hg vapor light,Argentina,"24°30'10.0""S","65°19'44.0""W",1250,"Salta, rt 68 km 1643 21 km N El Caldera",,,,,,,,,,,,,,,,,neg,36.08,
GoLife,AP,2.19,AR 24-2,,Deltocephalinae,Athysanini,,,Eusceloidia,,v-nigrum,,M,,21-Nov-19,2008,Argentina,18-Jan-08,C.H.Dietrich,Hg vapor light,Argentina,"24°30'10.0""S","65°19'44.0""W",1250,"Salta, rt 68 km 1643 21 km N El Caldera",,,,,,,,,,,,,,,,,neg,34.34,
GoLife,AP,2.2,,,Deltocephalinae,Athysanini,,,Pseutettix,,mexicana,,M,,21-Nov-19,2001,Mexico,15-Oct-01,S.H. McKamey et al.,fogging,Mexico,"19°27'47.0""N","104°39'13.0""W",,La huerta,,,,,,,,,,,,,,,,,neg,36.04,
GoLife,AP,2.22,MEX 01-025,,Deltocephalinae,Athysanini,,,Colladonus,,tolucensis,,M,,22-Nov-19,2001,Mexico,23-Oct-01,C.H. Dietrich,sweep,Mexico,"20°03'00.0""N","98°32'00.0""W",,"rt.130 km#28, 18 km W Tulancingo",,,,,,,,,,,,,,,,,neg,36.45,
GoLife,AP,2.23,MEX 01-025,,Deltocephalinae,Athysanini,,,Colladonus,,verecundus,,M,,22-Nov-19,2001,Mexico,23-Oct-01,C.H. Dietrich,sweep,Mexico,"20°03'00.0""N","98°32'00.0""W",,"rt.130 km#28, 18 km W Tulancingo",,,,,,,,,,,,,,,,,neg,35.18,
GoLife,AP,2.24,,,Evacanthinae,Pentoffini,,,Pentoffia,,n.sp.,,M,,10-Feb-20,2019,Guatemala,24-Sep-19,José Garcia,visual collection,Guatemala,"16°46'32.5""N","90°07'08.7""W",,Petén,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.25,MEXMIC215,,Deltocephalinae,Athysanini,,,Neodonus,,piperatus,,M,,10-Feb-20,,Mexico,missing,,,Mexico,missing,in vial,,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.26,MEXMIC213,,Aphrodinae,Xestocephalini,,,Xestocephalus,,,,F,,10-Feb-20,,Mexico,missing,,,Mexico,missing,in vial,,,,,,,,,,,,,,,,,,,neg,38.77,
GoLife,AP,2.27,MEXMIC213,,Deltocephalinae,Phlepsiini,,,Texananus,,,,F,,10-Feb-20,,Mexico,missing,,,Mexico,missing,in vial,,,,,,,,,,,,,,,,,,,neg,46.01,
GoLife,AP,2.28,,,Deltocephalinae,Athysanini,,,Bergolix,,signatipennis,,M,,10-Feb-20,2008,Argentina,18-Jan-08,C.H.Dietrich,Hg vapor light,Argentina,"24°30'10.0""S","65°19'44.0""W",1250,"Salta, rt 68 km 1643 21 km N El Caldera",,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.3,,,Deltocephalinae,,,,,,,,M,,16-Feb-20,2018,Mexico,8-Jun-18,A. Pinedo-Escatel,sweep,Mexico,"27°02'05.4""N","104°57'19.0""W",1359,Chihuahua,,,,,,,,,,,,,,,,,neg,36.28,
GoLife,AP,2.31,,,Deltocephalinae,Athysanini,,,Aligia,,n.sp.,,M,,16-Feb-20,2019,Mexico,29-Jul-19,"A. Pinedo-Escatel, B. Morris, J. Aragon",light,Mexico,"20°27'46.1""N","104°22'44.2""W",1682,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.32,MEXGUE117,,Deltocephalinae,Scaphoideini,,,Osbornellus,,pallidus,,M,,16-Feb-20,2018,Mexico,2-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°15'13.4""N","099°23'05.2""W",832,Guerrero,,,,,,,,,,,,,,,,,pos,23.12,
GoLife,AP,2.33,,,Deltocephalinae,,,,,,,,M,,16-Feb-20,2018,Mexico,1-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°08'01.9""N","099°21'23.4""W",1059,Guerrero,,,,,,,,,,,,,,,,,neg,40.14,
GoLife,AP,2.34,,,Deltocephalinae,Acinopterini,,,Acinopterus,,angulatus,,M,,16-Feb-20,2018,Mexico,8-Jun-18,A. Pinedo-Escatel,light,Mexico,"27°16'09.4""N","104°50'46.5""W",1345,Chihuahua,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.35,MEXGUE113,,Deltocephalinae,,,,,,,,M,,16-Feb-20,2018,Mexico,1-Oct-18,A. Pinedo-Escatel,light,Mexico,"18°08'01.9""N","099°21'23.4""W",1059,Guerrero,,,,,,,,,,,,,,,,,pos,20.12,
GoLife,AP,2.36,,,Deltocephalinae,Athysanini,,,Brazosa,,caesarea,,M,,17-Feb-20,,Mexico,missing,,,Mexico,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.37,,,Deltocephalinae,Athysanini,,,n.gen.,,,,M,,17-Feb-20,,Mexico,missing,,,Mexico,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.38,,,Deltocephalinae,Athysanini,,,n.gen.AR1,,,,M,,17-Feb-20,2008,Argentina,6-Jan-08,C.H.Dietrich,Hg vapor light,Argentina,"25°40'43.0""S","54°26'58.0""W",,Misiones P.N. Iguazú,,,,,,,,,,,,,,,,,neg,39,
GoLife,AP,2.39,paratype,,Deltocephalinae,Athysanini,,,Artucephalus,,fasciatus,,M,,17-Feb-20,1939,Mexico,11-Sep-39,"C.C. Plummer, E.E. Good",sweep,Mexico,"18°21'06.2""N","99°32'24.9""W",2398,"Iguala, Guerrero",,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.4,paratype,,Deltocephalinae,Athysanini,,,Egenus,,gracillimus,,F,,17-Feb-20,1969,Brazil,12-Jan-69,L. & C.W. O'Brien,sweep,Brazil,"25°14'50.1""S","50°01'08.0""W",,"Parana, Vila Velha",,,,,,,,,,,,,,,,,neg,36.06,
GoLife,AP,2.41,,,Deltocephalinae,Athysanini,,,Dampfiana,,deserta,,M,,17-Feb-20,,Mexico,missing,,,Mexico,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.42,,,Deltocephalinae,Athysanini,,,Mexicananus,,levis,,F,,1-Mar-20,,Mexico,missing,,,Mexico,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,AP,2.43,,,Deltocephalinae,Athysanini,,,Bolotheta,,punctata,,M,,1-Mar-20,,Mexico,missing,,,Mexico,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,Jan-48,,,Deltocephalinae,Drabescini,,Paraboloponina,Odmiella,,,,M,,20-Jun-18,2007,Zambia,"Nov. 5-9, 2007",J.R. Cryan,,Zambia,"11°48'48.5""S","24°21'58.5""E",1448,"North West, nr. Mwinilunga; ~4 km NE of Mushinshi; [Kyunyi Forest on military base]",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,Jan-90,,,Deltocephalinae,Selenocephalini,,Adamina,Adama,,muelianum,,M,,25-Jun-18,2009,Cameroon,17-30 Mar 2009,"J.R. Cryan, G.J. Svenson",,Cameroon,"5°59'50.9""N","12°52'34.6""E",,Adamaoua; Mbam et Djerem National Park; Camp Ganga (~4 hours down the Djerem River from WCS guesthouse),,,,,,,,,,,,,,,,,neg,,
GoLife,ER,Jan-93,,,Deltocephalinae,Bonaspeiini,,,Tzitzikamaia,,irrorata,,M,,25-Jun-18,2004,South Africa,11-XII-2004,J.N. Zahniser,sweep,South Africa,"34°27'09.0""S","20°25'29.2""E",19.6,WCape Prov. De Hoop Nat. Res,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,Jan-96,,,Deltocephalinae,Bonaspeiini,,,Renosteria,,waverena,,M,,25-Jun-18,2004,South Africa,7-XII-2004,J.N. Zahniser,sweep,South Africa,"33°45'40.0""S","18°27'00.0""E",231,WCape Prov. Blaauwberg Hill,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,2-Feb,,,Deltocephalinae,Hecalini,,Hecalina,Hecalus,,finnamorei,,M,,25-Jun-18,2005,Mexico,18-X-2005,C.H. Dietrich,,Mexico,"19°03'01.7""N","99°19'00.6""W",2800,MEX:rt.106 km16 ,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,3-Feb,,,Deltocephalinae,Koebeliini,,Koebeliina,Koebelia,,grossa,,M,,25-Jun-18,2002,Usa,27-V-2002,J.N. Zahniser,,USA,"34°39'55.1""N","119°56'17.5""W",,California: San Rafael,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,5-Feb,,,Deltocephalinae,Athysanini,,,Mesamia,,bifurcata,,M,,25-Jun-18,2005,Mexico,18-Oct-05,R.A. Rakitov,,Mexico,"19°07'30.0""N","99°11'39.8""W",2970,#05-119 DF rt. 95 km 41 S Mexico City ,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,6-Feb,,,Deltocephalinae,Athysanini,,,Colladonus,,claustrus,,M,,25-Jun-18,2005,Usa,21-Aug-05,R.A. Rakitov,,USA,"32°26'27.6""N","110°47'09.6""W",2620,"Arizona, Pima Co. Mt. Lemmon summit, S exposition trail",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,8-Feb,,,Deltocephalinae,Athysanini,,,Cozadanus,,n.sp.,,M,,25-Jun-18,2005,Mexico,23-Oct-05,R.A. Rakitov,,Mexico,"23°22'07.0""N","103°10'36.8""W",2200,#05-149 Zacatecas 24km W Baluarte,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,9-Feb,,,Deltocephalinae,Hecalini,,Hecalina,Memnonia,,ornata,,M,,25-Jun-18,2005,Mexico,18-Oct-05,R.A. Rakitov,,Mexico,"19°07'30.0""N","99°11'39.8""W",2970,#05-119 DF rt. 95 km 41 S Mexico City,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,1-Mar,,,Deltocephalinae,Selenocephalini,,Selenocephalina,Selenocephalus,,griseus,,M,,4-Jun-18,2010,France,28.vi-3.vii.2010,J.N. Zahniser,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine;",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,3-Mar,,,Deltocephalinae,Athysanini,,,Euscelis,,stictopterus,,M,,4-Jun-18,2010,France,29.vi.2010,C.H. Dietrich,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,4-Mar,,,Deltocephalinae,Athysanini,,,Allygidius,,detectus,,M,,4-Jun-18,2010,France,29.vi.2010,C.H. Dietrich,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,5-Mar,,,Deltocephalinae,Athysanini,,,Thamnotettix,,dilutior,,M,,4-Jun-18,2010,France,30-Jun-10,C.H. Dietrich,sweep,France,"44°09'43.2""N","5°16'37.2""E",,Provence-Alpes: Mt. Ventoux,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,6-Mar,,,Deltocephalinae,Athysanini,,,Allygidius,,abbreviatus,,M,,4-Jun-18,2010,France,30-Jun-10,C.H. Dietrich,sweep,France,"44°09'43.2""N","5°16'37.2""E",,Provence-Alpes: Mt. Ventoux,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,7-Mar,,,Deltocephalinae,Athysanini,,,Speudotettix,,subfusculus,,M,,6-Jun-18,2010,France,30-Jun-10,C.H. Dietrich,sweep,France,"44°09'43.2""N","5°16'37.2""E",,Provence-Alpes: Mt. Ventoux,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,8-Mar,,,Deltocephalinae,Athysanini,,,Artianus,,interstitialis,,M,,6-Jun-18,2010,France,30-Jun-10,C.H. Dietrich,sweep,France,"44°09'43.2""N","5°16'37.2""E",,Provence-Alpes: Mt. Ventoux,,,,,,,,,,,,,,,,,neg,,
GoLife,ER,9-Mar,,,Deltocephalinae,Athysanini,,,Euscelidius,,variegatus,,M,,6-Jun-18,2010,France,29.vi.2010,C.H. Dietrich,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,10-Mar,,,Deltocephalinae,Cicadulini,,,Rhopalopyx,,vitripennis,,M,,6-Jun-18,2010,France,30.vi.2010,C.H. Dietrich,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,11-Mar,,,Deltocephalinae,Koebeliini,,Grypotina,Grypotes,,puncticollis,,M,,6-Jun-18,2010,France,29.vi.2010,C.H. Dietrich,,France,missing,,,"Provence-Alpes-Cote d'Azur, Vaucluse: Vaison-la-Romaine",,,,,,,,,,,,,,,,,neg,,
GoLife,ER,15-Mar,,,Deltocephalinae,Bonaspeiini,,,n.gen.SA5,,,,M,,6-Jun-18,1999,South Africa,20-XI-1999,"M.E. Irwin, E.I. Schlinger, F.D. Parker",,South Africa,"33°22'43.8""S","23°24'40.8""E",920,Western Cape 11 km SW Willowmore on hwy R90,,,,,,,,,,,,,,,,,neg,48.28,
GoLife,ER,17-Mar,,,Deltocephalinae,Penthimiini,,,Neodartus,,vinulus,,M,,6-Jun-18,2004,South Africa,3–24.X.2004,"E. Irwin, F.D. Parker, M. Hauser",Malaise,South Africa,"33°05'39.0""S","21°49'59.0""E",500,"""South Africa, Western Cape; 25 km N. Prince Albert, Kat River Crossing",,,,,,,,,,,,,,,,,neg,49.75,
